user_id,school_id,student_partner_org_id,grade_level_id,created_at,updated_at
3e7fd4ee-2ed1-4e0d-a71d-e2d49eefe64f,,,3,2025-06-06 20:50:52.588,2025-06-06 20:50:52.588
d8ce35dc-6a89-4d9f-b663-2f572e19eaa9,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,6,2025-08-27 20:50:52.588,2025-08-27 20:50:52.588
4c8ee9a3-7ca0-4b72-bf42-70e928165d29,,,6,2025-08-11 20:50:52.588,2025-08-11 20:50:52.588
c5af5330-986f-45da-baf8-80e73940273e,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,1,2025-06-07 20:50:52.588,2025-06-07 20:50:52.588
5154a7e8-5b09-44a7-9f97-f2f0e20dd35a,,ab391ceb-f39b-484b-a6bf-2d701a2b8907,4,2024-11-18 20:50:52.588,2024-11-18 20:50:52.588
ee9cd42a-cefe-4fb2-9733-1a8bd69800e6,0180b96e-0fe9-be8b-020c-5c6375afda17,,5,2025-07-26 20:50:52.588,2025-07-26 20:50:52.588
1ce0875b-f5b9-4521-9cff-8af616dccd01,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,6,2025-06-02 20:50:52.588,2025-06-02 20:50:52.588
9ba4c087-94da-4001-8453-9f9f1469e284,,,6,2024-12-03 20:50:52.588,2024-12-03 20:50:52.588
fe37d16b-9c75-4525-8d63-1202196d4619,,ab391ceb-f39b-484b-a6bf-2d701a2b8907,1,2025-01-09 20:50:52.588,2025-01-09 20:50:52.588
7241dcd7-91bd-48f9-85b6-559ad50ae57e,0180b96e-0fe9-be8b-020c-5c6375afda17,ab391ceb-f39b-484b-a6bf-2d701a2b8907,2,2025-03-15 20:50:52.588,2025-03-15 20:50:52.588
c91e5fd3-ec2b-49d7-a4ff-9753f11e5319,,,4,2025-03-09 20:50:52.588,2025-03-09 20:50:52.588
eb3b585e-f015-43f2-a2a4-c306b9442f23,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,1,2025-06-17 20:50:52.588,2025-06-17 20:50:52.588
2c50cb50-d599-4411-a0ee-fc254428429f,,,2,2024-12-03 20:50:52.588,2024-12-03 20:50:52.588
44c71715-294d-4c6e-8253-7f14e5c90640,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,3,2024-11-18 20:50:52.588,2024-11-18 20:50:52.588
ab636988-b8e4-4538-a056-a8109dac642b,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,5,2025-07-31 20:50:52.588,2025-07-31 20:50:52.588
bfbf3085-10c3-483b-b875-0b5ecd60284d,,eb8d9795-542f-411f-84fe-20b745a0377c,3,2025-06-11 20:50:52.588,2025-06-11 20:50:52.588
865322cc-e8fa-4241-90bf-e7469f9ba4c1,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,3,2025-05-01 20:50:52.588,2025-05-01 20:50:52.588
0623e376-8e9d-4765-a6be-fe53eb963f3b,0180b96e-0fe9-e7ec-df77-d64d1862ba24,0180b96e-0f8c-fefb-d2cd-d565a7467abe,4,2025-04-02 20:50:52.588,2025-04-02 20:50:52.588
5893ef23-fe60-492a-830e-b32d158c3ef3,,,5,2025-03-19 20:50:52.588,2025-03-19 20:50:52.588
8d855186-7271-4a48-b409-4a3c3216f4c3,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,4,2025-06-15 20:50:52.588,2025-06-15 20:50:52.588
c0070c90-1ddb-47ae-9370-5aa06ec443a0,,,4,2025-03-20 20:50:52.588,2025-03-20 20:50:52.588
efe07a4d-f6ef-469f-92ac-f996d344fe6e,,,5,2025-06-20 20:50:52.588,2025-06-20 20:50:52.588
31e06be9-9d7b-4546-9e9b-65ced02694fa,,,6,2024-11-03 20:50:52.588,2024-11-03 20:50:52.588
66dc0c4c-0e31-4fe8-a012-ed64f81f96e8,0180b96e-0fe9-1534-5d02-756b4e686fad,,1,2025-06-02 20:50:52.588,2025-06-02 20:50:52.588
1e85920d-ff07-4fe5-996d-41ebc4d55a79,0180b96e-0fe9-be8b-020c-5c6375afda17,,6,2025-03-30 20:50:52.588,2025-03-30 20:50:52.588
abf0e4d0-4559-4ab9-983c-032de3aa0160,0180b96e-0fe9-2a80-24d8-fb5c3322324e,0180b96e-0f8c-fefb-d2cd-d565a7467abe,3,2025-04-12 20:50:52.588,2025-04-12 20:50:52.588
d7f36ea8-bdec-44d0-adc5-2b5266f44195,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,1,2025-04-18 20:50:52.588,2025-04-18 20:50:52.588
6531b2b0-f673-42a1-97c2-f032473da857,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,6,2025-07-23 20:50:52.588,2025-07-23 20:50:52.588
b2dd233e-3b09-48ef-a097-21d24090bed0,0180b96e-0fe9-be8b-020c-5c6375afda17,0180b96e-0f8c-fefb-d2cd-d565a7467abe,5,2025-03-15 20:50:52.588,2025-03-15 20:50:52.588
b32ea1ad-7cd0-4f70-94ca-4fd80d4fb744,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,4,2025-01-28 20:50:52.588,2025-01-28 20:50:52.588
fc5f7422-4af8-47de-a1fa-57648d5d9a38,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,4,2025-08-09 20:50:52.588,2025-08-09 20:50:52.588
d19c4edc-6a2d-4d6c-ab7e-7be1f28acd28,0180b96e-0fe9-1534-5d02-756b4e686fad,eb8d9795-542f-411f-84fe-20b745a0377c,1,2024-11-14 20:50:52.588,2024-11-14 20:50:52.588
4e5d312a-68f1-4ca2-9d35-f07f947cd564,,,4,2025-08-30 20:50:52.588,2025-08-30 20:50:52.588
833cc215-0da1-4564-9010-8190518e8cf1,,,1,2025-06-03 20:50:52.588,2025-06-03 20:50:52.588
fe41bd6b-9234-4083-b911-420be4412963,0180b96e-0fe9-1534-5d02-756b4e686fad,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,5,2024-12-17 20:50:52.588,2024-12-17 20:50:52.588
52093afe-11c5-4479-b727-d57654c3f77e,0180b96e-0fe9-2a80-24d8-fb5c3322324e,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,4,2024-12-28 20:50:52.588,2024-12-28 20:50:52.588
94d84132-617a-4720-b82a-775ca6176779,,,2,2025-02-20 20:50:52.588,2025-02-20 20:50:52.588
7d597656-ad74-4a06-808b-bbbbaac7a3f4,,,5,2025-05-19 20:50:52.588,2025-05-19 20:50:52.588
7b0c29b6-a858-4186-984e-04e517b01d2a,0180b96e-0fe9-be8b-020c-5c6375afda17,,3,2025-06-23 20:50:52.588,2025-06-23 20:50:52.588
e075898c-1cb0-4374-8442-48d2778a2bb6,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,2,2024-11-25 20:50:52.588,2024-11-25 20:50:52.588
ddd197ec-eb0d-497c-93f1-002fd78ddf8f,,,4,2025-08-24 20:50:52.588,2025-08-24 20:50:52.588
0ca9a1d2-3f8f-42f4-bc50-1d0b578b49db,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,2,2025-08-22 20:50:52.588,2025-08-22 20:50:52.588
e7150d9c-0842-4318-82a6-d258a6e537f3,,eb8d9795-542f-411f-84fe-20b745a0377c,5,2025-01-10 20:50:52.588,2025-01-10 20:50:52.588
2e138fff-7296-4851-ac21-a51e6fe9b770,,,2,2025-01-14 20:50:52.588,2025-01-14 20:50:52.588
4dd30e2d-a88d-4313-8433-4ff081a36b0f,,0180b96e-0f8c-fefb-d2cd-d565a7467abe,1,2025-08-13 20:50:52.588,2025-08-13 20:50:52.588
0fb4a4c4-3d3e-4aed-866f-a982843f3b71,,,3,2025-02-21 20:50:52.588,2025-02-21 20:50:52.588
f8a310ef-583d-41ac-912b-44b4e5f6e077,0180b96e-0fe9-1534-5d02-756b4e686fad,,2,2025-01-11 20:50:52.589,2025-01-11 20:50:52.589
ced92bd8-a8bf-4668-914b-97bdace43c22,0180b96e-0fe9-be8b-020c-5c6375afda17,,4,2025-01-15 20:50:52.589,2025-01-15 20:50:52.589
054791cf-8a92-43a9-8bce-2353c864a3cc,0180b96e-0fe9-2a80-24d8-fb5c3322324e,,2,2024-11-01 20:50:52.589,2024-11-01 20:50:52.589
e4389934-7262-4303-9ffb-99ebf18f35f9,,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,2,2025-08-09 20:50:52.589,2025-08-09 20:50:52.589
774ff4a6-5b91-46ac-af76-17bad1d92d93,0180b96e-0fe9-be8b-020c-5c6375afda17,,5,2025-03-07 20:50:52.589,2025-03-07 20:50:52.589
7e25a19d-d674-419e-af0f-aca915fe0c72,,,2,2025-08-05 20:50:52.589,2025-08-05 20:50:52.589
54bfff16-d3c5-4e57-a4c3-f8c671b2ad27,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,4,2025-04-22 20:50:52.589,2025-04-22 20:50:52.589
abf35784-ef8a-468a-a487-a6b8faf985f8,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,4,2025-03-14 20:50:52.589,2025-03-14 20:50:52.589
77b72e77-5f60-42ac-8f2c-86f612ee61fd,0180b96e-0fe9-2a80-24d8-fb5c3322324e,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,2,2025-04-23 20:50:52.589,2025-04-23 20:50:52.589
766fdc66-c698-423c-8e6b-a40f985c04ce,0180b96e-0fe9-e7ec-df77-d64d1862ba24,,2,2025-05-09 20:50:52.589,2025-05-09 20:50:52.589
d1ffef94-a975-49cb-acf8-7d7e00448de8,0180b96e-0fe9-1534-5d02-756b4e686fad,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,5,2025-08-20 20:50:52.589,2025-08-20 20:50:52.589
6a3f9110-efa5-40e4-b81f-fe16d82bbd26,0180b96e-0fe9-1534-5d02-756b4e686fad,,3,2025-01-02 20:50:52.589,2025-01-02 20:50:52.589
cf5d8c7a-d9c4-4f5c-870a-0e826f35a94e,0180b96e-0fe9-be8b-020c-5c6375afda17,0180b96e-0f8c-1ebd-92f4-ad5195e4f6ca,5,2025-03-14 20:50:52.589,2025-03-14 20:50:52.589
c10d3f44-9b47-4430-9093-f12e2013508d,,0180b96e-0f8c-5d8d-3d69-6b3aa199866d,2,2025-04-21 20:50:52.589,2025-04-21 20:50:52.589
9401de43-2bad-4461-8148-f2fa6bc117a4,,,4,2025-02-16 20:50:52.589,2025-02-16 20:50:52.589
021b15fa-8633-43c4-9cd3-fc6c28830699,0180b96e-0fe9-1534-5d02-756b4e686fad,,2,2024-12-21 20:50:52.589,2024-12-21 20:50:52.589
83e3c60a-b75b-4626-9961-1cf265d202c6,,,2,2025-08-15 20:50:52.589,2025-08-15 20:50:52.589
da46fb50-7e7a-45d0-99b5-647ee18023f6,0180b96e-0fe9-1534-5d02-756b4e686fad,ab391ceb-f39b-484b-a6bf-2d701a2b8907,5,2025-02-26 20:50:52.589,2025-02-26 20:50:52.589
9e663ae4-d209-40d8-acf3-6a26938d04bb,0180b96e-0fe9-be8b-020c-5c6375afda17,,4,2025-08-15 20:50:52.589,2025-08-15 20:50:52.589
