st,sch_name,ncessch,lea_name,leaid,lcity,lzip,mcity,mzip,national_school_lunch_program,total_students,nslp_direct_certification,frl_eligible,gslo,gshi
CA,Mountain Creek Middle,063048002973,Pioneer Union,0630480,Somerset,95684,Somerset,95684,Yes participating without using any Provision or the CEO,77,37,42,6th Grade,8th Grade
GA,Mountain Education High School,130021403723,State Specialty Schools I- Mountain Education High School,1300214,Cleveland,30528,Cleveland,30528,Yes participating without using any Provision or the CEO,1893,229,780,9th Grade,12th Grade
CA,Mountain Elementary,061077001196,Del Norte County Unified,0610770,Gasquet,95543,Gasquet,95543,Yes under Community Eligibility Option (CEO),51,14,24,Kindergarten,8th Grade
CA,Mountain Elementary,062607009166,Mountain Elementary,0626070,Soquel,95073,Soquel,95073,Yes participating without using any Provision or the CEO,163,27,34,Kindergarten,6th Grade
CA,Mountain Empire High,062610003906,Mountain Empire Unified,0626100,Pine Valley,91962,Pine Valley,91962,Yes under Community Eligibility Option (CEO),422,170,218,9th Grade,12th Grade
CA,Mountain Empire Junior High,062610013049,Mountain Empire Unified,0626100,Pine Valley,91962,Pine Valley,91962,Yes under Community Eligibility Option (CEO),298,139,187,7th Grade,8th Grade
CA,Mountain Empire Special Education Preschool,062610013510,Mountain Empire Unified,0626100,Pine Valley,91962,Pine Valley,91962,,,,,,
AL,Mountain Gap Elementary School,010180000642,Huntsville City,0101800,Huntsville,35803,Huntsville,35803,Yes participating without using any Provision or the CEO,338,129,145,Prekindergarten,5th Grade
AL,Mountain Gap Middle School,010180001530,Huntsville City,0101800,Huntsville,35803,Huntsville,35803,Yes participating without using any Provision or the CEO,392,157,179,6th Grade,8th Grade
CA,Mountain Heights Academy,063444011034,San Jacinto Unified,0634440,San Jacinto,92582,San Jacinto,92582,,134,82,106,9th Grade,12th Grade
CA,Mountain High,063828010706,Summerville Union High,0638280,Pinecrest,95364,Tuolomne,95379,Yes participating without using any Provision or the CEO,2,,,9th Grade,12th Grade
CA,Mountain High,063261005073,Rim of the World Unified,0632610,Lake Arrowhead,92325,Lake Arrowhead,92352,,35,15,24,9th Grade,12th Grade
AR,MOUNTAIN HOME CAREER ACADEMIES,050004300676,MOUNTAIN HOME SCHOOL DISTRICT,0500043,MOUNTAIN HOME,72653,MOUNTAIN HOME,72653,Yes participating without using any Provision or the CEO,1517,124,580,8th Grade,12th Grade
CA,Mountain Home Charter (Alternative),060236510251,Mountain Home Charter (Alternative) District,0602365,Oakhurst,93644,Oakhurst,93644,,214,71,84,Kindergarten,8th Grade
ID,MOUNTAIN HOME JUNIOR HIGH SCHOOL,160225000401,MOUNTAIN HOME DISTRICT,1602250,MOUNTAIN HOME,83647,MOUNTAIN HOME,83647,Yes participating without using any Provision or the CEO,514,84,252,7th Grade,8th Grade
AR,MOUNTAIN HOME KINDERGARTEN,050004301236,MOUNTAIN HOME SCHOOL DISTRICT,0500043,MOUNTAIN HOME,72653,MOUNTAIN HOME,72653,Yes participating without using any Provision or the CEO,284,54,179,Kindergarten,Kindergarten
ID,MOUNTAIN HOME SR HIGH SCHOOL,160225000397,MOUNTAIN HOME DISTRICT,1602250,MOUNTAIN HOME,83647,MOUNTAIN HOME,83647,Yes participating without using any Provision or the CEO,894,107,383,9th Grade,12th Grade
CA,Mountain House Elementary,062613003910,Mountain House Elementary,0626130,Byron,94514,Byron,94514,Yes participating without using any Provision or the CEO,12,5,6,Kindergarten,8th Grade
CA,Mountain House High,060141013692,Lammersville Joint Unified,0601410,Mountain House,95391,Mountain House,95391,Yes participating without using any Provision or the CEO,2275,252,291,9th Grade,12th Grade
MN,MOUNTAIN IRON-BUHL SECONDARY,270000101613,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,2700001,MOUNTAIN IRON,55768,MOUNTAIN IRON,55768,Yes participating without using any Provision or the CEO,259,81,112,7th Grade,12th Grade
MN,MOUNTAIN LAKE ELEMENTARY,272301001134,MOUNTAIN LAKE PUBLIC SCHOOLS,2723010,MOUNTAIN LAKE,56159,MOUNTAIN LAKE,56159,Yes participating without using any Provision or the CEO,269,124,166,Prekindergarten,6th Grade
MN,MOUNTAIN LAKE SECONDARY,272301001135,MOUNTAIN LAKE PUBLIC SCHOOLS,2723010,MOUNTAIN LAKE,56159,MOUNTAIN LAKE,56159,Yes participating without using any Provision or the CEO,240,101,135,7th Grade,12th Grade
CA,Mountain Lakes High,061495001631,Gateway Unified,0614950,Shasta Lake,96019,Redding,96003,Yes under Community Eligibility Option (CEO),60,46,56,10th Grade,12th Grade
CA,Mountain Meadows Elementary,062569009158,Moorpark Unified,0625690,Moorpark,93021,Moorpark,93021,Yes participating without using any Provision or the CEO,437,90,137,Kindergarten,5th Grade
AZ,Mountain Meadows Primary,040002601767,Heber-Overgaard Unified District (4392),0400026,Heber-Overgaard,85933,Heber-Overgaard,85933,Yes participating without using any Provision or the CEO,156,69,,Prekindergarten,3rd Grade
CO,Mountain Middle School,080002006502,State Charter School Institute,0800020,DURANGO,81301,DURANGO,81301,No,301,,,4th Grade,8th Grade
AZ,Mountain Oak Charter School,040020801970,Mountain Oak Charter School Inc. (78873),0400208,PRESCOTT,86301,PRESCOTT,86301,No,90,,,Kindergarten,8th Grade
CA,Mountain Oaks,069100308686,Calaveras County Office of Education,0691003,San Andreas,95249,San Andreas,95249,,398,177,226,Kindergarten,12th Grade
CA,Mountain Oaks High,060011610544,Chawanakee Unified,0600116,North Fork,93643,North Fork,93643,Yes under Community Eligibility Option (CEO),14,10,10,9th Grade,12th Grade
CA,Mountain Park,062532008725,Monrovia Unified,0625320,Monrovia,91016,Monrovia,91016,,49,21,36,Kindergarten,12th Grade
GA,Mountain Park Elementary School,130228000976,Fulton County,1302280,Roswell,30075,Roswell,30075,Yes participating without using any Provision or the CEO,766,16,91,Prekindergarten,5th Grade
GA,Mountain Park Elementary School,130255001137,Gwinnett County,1302550,Lilburn,30047,Lilburn,30047,Yes participating without using any Provision or the CEO,628,145,423,Prekindergarten,5th Grade
CO,Mountain Phoenix Community School,080480006311,Jefferson County School District No. R-1,0804800,WHEATRIDGE,80033,WHEATRIDGE,80033,Yes participating without using any Provision or the CEO,541,,151,Prekindergarten,8th Grade
AR,MOUNTAIN PINE ELEM. SCHOOL,051017000745,MOUNTAIN PINE SCHOOL DISTRICT,0510170,MOUNTAIN PINE,71956,MOUNTAIN PINE,71956,Yes under Community Eligibility Option (CEO),305,97,325,Kindergarten,6th Grade
AR,MOUNTAIN PINE HIGH SCHOOL,051017000746,MOUNTAIN PINE SCHOOL DISTRICT,0510170,MOUNTAIN PINE,71956,MOUNTAIN PINE,71956,Yes under Community Eligibility Option (CEO),294,62,294,7th Grade,12th Grade
AZ,Mountain Pointe High School,040834001567,Tempe Union High School District (4287),0408340,PHOENIX,85044,PHOENIX,85044,Yes participating without using any Provision or the CEO,1639,594,,9th Grade,12th Grade
CO,Mountain Range High School,080690001996,Adams 12 Five Star Schools,0806900,WESTMINSTER,80234,WESTMINSTER,80234,Yes participating without using any Provision or the CEO,1742,,934,9th Grade,12th Grade
MD,Mountain Ridge High School,240003001636,Allegany County Public Schools,2400030,Frostburg,21532,Frostburg,21532,Yes participating without using any Provision or the CEO,734,359,390,9th Grade,12th Grade
AZ,Mountain Ridge High School,040775000636,Deer Valley Unified District (4246),0407750,GLENDALE,85310,GLENDALE,85310,Yes participating without using any Provision or the CEO,2787,305,,7th Grade,12th Grade
CO,Mountain Ridge Middle School,080192001593,Academy School District No. 20 in the county of El Paso an,0801920,COLORADO SPRINGS,80920,COLORADO SPRINGS,80920,Yes participating without using any Provision or the CEO,720,,239,6th Grade,8th Grade
CO,Mountain Ridge Middle School,080345001747,Douglas County School District No. Re 1,0803450,HIGHLANDS RANCH,80126,HIGHLANDS RANCH,80126,Yes participating without using any Provision or the CEO,842,,115,7th Grade,8th Grade
GA,Mountain Road Elementary School,130111002066,Cherokee County,1301110,Woodstock,30188,Woodstock,30188,Yes participating without using any Provision or the CEO,372,76,113,Prekindergarten,5th Grade
AZ,Mountain Rose Academy,040020401962,Mountain Rose Academy Inc. (10879),0400204,TUCSON,85741,TUCSON,85741,No,170,,,9th Grade,12th Grade
CO,Mountain Sage Community School,080399006573,Poudre School District R-1,0803990,FORT COLLINS,80525,FORT COLLINS,80525,Yes participating without using any Provision or the CEO,285,,99,Kindergarten,8th Grade
AZ,Mountain School,040009601174,Mountain School Inc. (4203),0400096,FLAGSTAFF,86005,FLAGSTAFF,86005,No,168,,,Kindergarten,6th Grade
AZ,Mountain Shadows Education Center - Closed,040079002345,Apache Junction Unified District (4443),0400790,Apache Junction,85120,Apache Junction,85120,,,,,,
AZ,Mountain Shadows Elementary School,040775001330,Deer Valley Unified District (4246),0407750,GLENDALE,85308,GLENDALE,85308,Yes participating without using any Provision or the CEO,421,165,,Prekindergarten,6th Grade
CA,Mountain Shadows Middle,062778009962,Nuview Union,0627780,Nuevo,92567,Nuevo,92567,Yes under Community Eligibility Option (CEO),325,170,291,7th Grade,8th Grade
AZ,Mountain Sky Middle School,040906001272,Washington Elementary School District (4260),0409060,PHOENIX,85023,PHOENIX,85023,Yes under Community Eligibility Option (CEO),696,296,,7th Grade,8th Grade
CO,Mountain Song Community School,080002006589,State Charter School Institute,0800020,COLORADO SPRINGS,80904,COLORADO SPRINGS,80904,No,318,,,Kindergarten,8th Grade
AR,MOUNTAIN SPRINGS ELEM SCHOOL,050375001518,CABOT SCHOOL DISTRICT,0503750,CABOT,72023,CABOT,72023,Yes participating without using any Provision or the CEO,500,37,163,Prekindergarten,4th Grade
AZ,Mountain Trail Middle School,040593002266,Paradise Valley Unified District (4241),0405930,PHOENIX,85024,PHOENIX,85024,Yes participating without using any Provision or the CEO,719,176,,7th Grade,8th Grade
CA,Mountain Valley Academy,063171008945,Ramona City Unified,0631710,Ramona,92065,Ramona,92065,,195,42,88,Kindergarten,12th Grade
ID,MOUNTAIN VALLEY ELEMENTARY SCHOOL,160093001015,BONNEVILLE JOINT DISTRICT,1600930,AMMON,83406,AMMON,83406,Yes participating without using any Provision or the CEO,430,61,129,Prekindergarten,6th Grade
ME,Mountain Valley High School,231479500303,RSU 10,2314795,Rumford,4276,Rumford,4276,Yes under Community Eligibility Option (CEO),422,167,282,9th Grade,12th Grade
ME,Mountain Valley Middle School,231479500502,RSU 10,2314795,Mexico,4257,Mexico,4257,Yes under Community Eligibility Option (CEO),367,173,267,5th Grade,8th Grade
CO,Mountain Valley School,080630001415,Mountain Valley School District No. Re 1,0806300,SAGUACHE,81149,SAGUACHE,81149,Yes under Community Eligibility Option (CEO),147,,114,Prekindergarten,12th Grade
MA,Mountain View,250450000606,East Longmeadow,2504500,East Longmeadow,1028,East Longmeadow,1028,Yes participating without using any Provision or the CEO,273,54,,3rd Grade,5th Grade
AZ,Mountain View,040269002780,Dysart Unified District (4243),0402690,WADDELL,85355,WADDELL,85355,Yes participating without using any Provision or the CEO,965,215,,Prekindergarten,8th Grade
CA,Mountain View,063432014500,San Diego Unified,0634320,San Diego,92113,San Diego,92113,Yes under Community Eligibility Option (CEO),174,90,151,Kindergarten,8th Grade
CA,Mountain View (Alternative),061970009385,Kings Canyon Joint Unified,0619700,Reedley,93654,Reedley,93654,,305,226,274,Kindergarten,12th Grade
CO,Mountain View Academy,080387006794,El Paso County Colorado School District 49,0803870,COLORADO SPRINGS,80951,FALCON,80831,Yes participating without using any Provision or the CEO,358,,131,Kindergarten,8th Grade
AR,MOUNTAIN VIEW ELEM. SCHOOL,051020000747,MOUNTAIN VIEW SCHOOL DISTRICT,0510200,MOUNTAIN VIEW,72560,MOUNTAIN VIEW,72560,Yes under Provision 2,491,115,488,Prekindergarten,4th Grade
CA,Mountain View Elementary,060876000891,Claremont Unified,0608760,Claremont,91711,Claremont,91711,Yes participating without using any Provision or the CEO,434,107,205,Kindergarten,6th Grade
CA,Mountain View Elementary,061551001975,Goleta Union Elementary,0615510,Santa Barbara,93111,Santa Barbara,93111,Yes participating without using any Provision or the CEO,356,42,59,Kindergarten,6th Grade
CA,Mountain View Elementary,060903008125,Clovis Unified,0609030,Fresno,93720,Fresno,93720,Yes under Community Eligibility Option (CEO),591,217,354,Kindergarten,6th Grade
CA,Mountain View Elementary,062271003199,Los Angeles Unified,0622710,Tujunga,91042,Tujunga,91042,Yes under Community Eligibility Option (CEO),548,261,411,Kindergarten,5th Grade
AK,Mountain View Elementary,020018000089,Anchorage School District,0200180,Anchorage,99508,Anchorage,99508,Yes under Community Eligibility Option (CEO),272,130,284,Prekindergarten,6th Grade
ID,MOUNTAIN VIEW ELEMENTARY,160066000130,CASSIA COUNTY JOINT DISTRICT,1600660,BURLEY,83318,BURLEY,83318,Yes participating without using any Provision or the CEO,492,143,264,Prekindergarten,6th Grade
GA,Mountain View Elementary,130234002565,Gilmer County,1302340,Ellijay,30540,Ellijay,30540,Yes participating without using any Provision or the CEO,642,184,517,Prekindergarten,5th Grade
CA,Mountain View Elementary,063684006262,Simi Valley Unified,0636840,Simi Valley,93065,Simi Valley,93065,Yes participating without using any Provision or the CEO,476,130,251,Kindergarten,6th Grade
CA,Mountain View Elementary,063315005153,Riverside Unified,0633150,Riverside,92504,Riverside,92504,Yes under Community Eligibility Option (CEO),827,399,443,Kindergarten,6th Grade
CA,Mountain View Elementary,062637003958,Mt. Diablo Unified,0626370,Concord,94521,Concord,94521,Yes participating without using any Provision or the CEO,257,94,113,Kindergarten,5th Grade
CA,Mountain View Elementary,064116006800,Visalia Unified,0641160,Visalia,93277,Visalia,93277,Yes under Community Eligibility Option (CEO),598,327,399,Kindergarten,6th Grade
CA,Mountain View Elementary,062622003921,Mountain View Elementary,0626220,Ontario,91761,Ontario,91761,Yes under Community Eligibility Option (CEO),529,225,381,Kindergarten,6th Grade
KY,Mountain View Elementary,210333000883,Leslie County,2103330,Hyden,41749,Hyden,41749,Yes under Community Eligibility Option (CEO),457,295,311,Prekindergarten,8th Grade
ID,MOUNTAIN VIEW ELEMENTARY SCHOOL,160195000349,MARSH VALLEY JOINT DISTRICT,1601950,MCCAMMON,83250,MCCAMMON,83250,Yes participating without using any Provision or the CEO,257,11,54,Prekindergarten,6th Grade
CO,Mountain View Elementary School,080537000916,St. Vrain Valley School District No. Re1J,0805370,LONGMONT,80501,LONGMONT,80501,Yes participating without using any Provision or the CEO,333,,239,Prekindergarten,4th Grade
CO,Mountain View Elementary School,080345006152,Douglas County School District No. Re 1,0803450,PARKER,80134,PARKER,80134,Yes participating without using any Provision or the CEO,346,,53,Prekindergarten,2nd Grade
HI,Mountain View Elementary School,150003000047,Hawaii Department of Education,1500030,Mountain View,96771,Mountain View,96771,Yes under Community Eligibility Option (CEO),484,313,379,Prekindergarten,5th Grade
GA,Mountain View Elementary School,130129000560,Cobb County,1301290,Marietta,30066,Marietta,30066,Yes participating without using any Provision or the CEO,835,24,168,Prekindergarten,5th Grade
CO,Mountain View Elementary School,080735001262,Weld County Reorganized School District No. Re-4,0807350,WINDSOR,80550,WINDSOR,80550,Yes participating without using any Provision or the CEO,416,,126,3rd Grade,5th Grade
ID,MOUNTAIN VIEW ELEMENTARY SCHOOL,160036000068,BOISE INDEPENDENT DISTRICT,1600360,BOISE,83704,BOISE,83704,Yes participating without using any Provision or the CEO,278,51,85,Prekindergarten,6th Grade
CO,Mountain View Elementary School,080192000005,Academy School District No. 20 in the county of El Paso an,0801920,COLORADO SPRINGS,80920,COLORADO SPRINGS,80920,Yes participating without using any Provision or the CEO,566,,92,Kindergarten,5th Grade
AZ,Mountain View Elementary School,040906000932,Washington Elementary School District (4260),0409060,PHOENIX,85029,PHOENIX,85029,Yes under Community Eligibility Option (CEO),982,656,,Prekindergarten,8th Grade
CO,Mountain View Elementary School,080690001362,Adams 12 Five Star Schools,0806900,BROOMFIELD,80020,BROOMFIELD,80020,Yes participating without using any Provision or the CEO,550,,222,Prekindergarten,5th Grade
AZ,Mountain View Elementary School,040387001465,Humboldt Unified District (4469),0403870,Prescott Valley,86314,Prescott Valley,86314,Yes participating without using any Provision or the CEO,365,203,,Kindergarten,6th Grade
GA,Mountain View Elementary School,130363002335,Meriwether County,1303630,Manchester,31816,Manchester,31816,Yes under Community Eligibility Option (CEO),706,340,699,Prekindergarten,5th Grade
CA,Mountain View High,061212001365,El Monte Union High,0612120,El Monte,91732,El Monte,91732,Yes under Community Eligibility Option (CEO),1192,748,1132,9th Grade,12th Grade
CA,Mountain View High,062631003930,Mountain View-Los Altos Union High,0626310,Mountain View,94040,Mountain View,94040,Yes participating without using any Provision or the CEO,2202,209,288,9th Grade,12th Grade
CA,Mountain View High,063444005692,San Jacinto Unified,0634440,San Jacinto,92582,San Jacinto,92582,Yes under Community Eligibility Option (CEO),238,141,183,9th Grade,12th Grade
CA,Mountain View High,060001503907,Lucerne Valley Unified,0600015,Lucerne Valley,92356,Lucerne Valley,92356,,18,13,15,9th Grade,12th Grade
CA,Mountain View High (Continuation),061347008137,Fall River Joint Unified,0613470,Burney,96013,Burney,96013,Yes under Community Eligibility Option (CEO),15,7,9,9th Grade,12th Grade
ID,MOUNTAIN VIEW HIGH SCHOOL,160210000802,JOINT SCHOOL DISTRICT NO. 2,1602100,MERIDIAN,83642,MERIDIAN,83642,Yes participating without using any Provision or the CEO,2521,,432,9th Grade,12th Grade
CO,Mountain View High School,080540001786,Thompson School District R-2J,0805400,LOVELAND,80537,LOVELAND,80537,Yes participating without using any Provision or the CEO,1118,,481,9th Grade,12th Grade
AZ,Mountain View High School,040497000406,Mesa Unified District (4235),0404970,MESA,85213,MESA,85213,Yes participating without using any Provision or the CEO,3391,945,,9th Grade,12th Grade
GA,Mountain View High School,130255003916,Gwinnett County,1302550,Lawrenceville,30043,Lawrenceville,30043,Yes participating without using any Provision or the CEO,2285,277,1176,9th Grade,12th Grade
AR,MOUNTAIN VIEW HIGH SCHOOL,051020000749,MOUNTAIN VIEW SCHOOL DISTRICT,0510200,MOUNTAIN VIEW,72560,MOUNTAIN VIEW,72560,Yes under Provision 2,329,53,326,9th Grade,12th Grade
AZ,Mountain View High School,040463001372,Marana Unified District (4404),0404630,TUCSON,85742,TUCSON,85742,Yes participating without using any Provision or the CEO,1876,478,,9th Grade,12th Grade
CA,Mountain View Learning Academy,060210007300,Alpine Union Elementary,0602100,Alpine,91901,Alpine,91901,,78,29,43,Kindergarten,8th Grade
CA,Mountain View Middle,062085002503,Lamont Elementary,0620850,Bakersfield,93307,Lamont,93241,Yes under Community Eligibility Option (CEO),615,434,486,7th Grade,8th Grade
CA,Mountain View Middle,060945008635,Columbia Elementary,0609450,Redding,96003,Redding,96003,Yes participating without using any Provision or the CEO,315,132,155,5th Grade,8th Grade
CA,Mountain View Middle,060429000387,Beaumont Unified,0604290,Beaumont,92223,Beaumont,92223,Yes participating without using any Provision or the CEO,943,324,677,6th Grade,8th Grade
CA,Mountain View Middle,062580009405,Moreno Valley Unified,0625800,Moreno Valley,92555,Moreno Valley,92555,Yes under Community Eligibility Option (CEO),1131,519,976,6th Grade,8th Grade
CA,Mountain View Middle,060825000809,Chatom Union,0608250,Turlock,95313,Turlock,95313,Yes under Community Eligibility Option (CEO),162,80,103,6th Grade,8th Grade
AR,MOUNTAIN VIEW MIDDLE SCHOOL,051020001491,MOUNTAIN VIEW SCHOOL DISTRICT,0510200,MOUNTAIN VIEW,72560,MOUNTAIN VIEW,72560,Yes under Provision 2,381,71,378,5th Grade,8th Grade
ID,MOUNTAIN VIEW MIDDLE SCHOOL,160027000023,BLACKFOOT DISTRICT,1600270,BLACKFOOT,83221,BLACKFOOT,83221,Yes participating without using any Provision or the CEO,526,83,223,6th Grade,8th Grade
CA,Mountain View Montessori Charter,064104008587,Victor Elementary,0641040,Victorville,92395,Victorville,92395,Yes under Community Eligibility Option (CEO),236,94,123,Kindergarten,6th Grade
AZ,Mountain View Preparatory School,040237003241,Cottonwood-Oak Creek Elementary District (4487),0402370,COTTONWOOD,86326,COTTONWOOD,86326,Yes participating without using any Provision or the CEO,398,139,,Kindergarten,8th Grade
ME,Mountain View Sch,231479000566,RSU 24,2314790,Sullivan,4664,Sullivan,4664,Yes participating without using any Provision or the CEO,144,34,62,Prekindergarten,5th Grade
CT,Mountain View School,090051000103,Bristol School District,0900510,Bristol,6010,Bristol,6010,Yes under Community Eligibility Option (CEO),342,,189,Kindergarten,5th Grade
AZ,Mountain View School,040752000635,Santa Cruz Valley Unified District (4458),0407520,RIO RICO,85648,RIO RICO,85648,Yes under Provision 2,386,244,,Kindergarten,5th Grade
MA,Mountain View School,250459002937,Easthampton,2504590,Easthampton,1027,Easthampton,1027,Yes under Community Eligibility Option (CEO),1024,400,,Prekindergarten,8th Grade
AK,Mountain Village School,020000300220,Lower Yukon School District,0200003,Mountain Village,99632,Mountain Village,99632,Yes under Community Eligibility Option (CEO),186,113,199,Prekindergarten,12th Grade
CA,Mountain Vista,061380011538,Fillmore Unified,0613800,Fillmore,93015,Fillmore,93016,Yes under Community Eligibility Option (CEO),453,226,366,Kindergarten,5th Grade
AZ,Mountain Vista Academy,040292003389,Florence Unified School District (4437),0402920,Florence,85132,FLORENCE,85132,Yes participating without using any Provision or the CEO,178,78,,Prekindergarten,12th Grade
CO,Mountain Vista Community School,080453001903,Harrison School District No. 2 in the county of El Paso an,0804530,COLORADO SPRINGS,80910,COLORADO SPRINGS,80910,Yes under Community Eligibility Option (CEO),609,,463,Prekindergarten,8th Grade
CA,Mountain Vista Elementary,060907008563,Coachella Valley Unified,0609070,Indio,92201,Indio,92201,Yes under Community Eligibility Option (CEO),580,297,447,Kindergarten,6th Grade
CO,Mountain Vista Elementary School,080291006607,Cherry Creek School District No. 5 in the county of Arapah,0802910,CENTENNIAL,80015,CENTENNIAL,80015,Yes participating without using any Provision or the CEO,635,,201,Prekindergarten,5th Grade
CA,Mountain Vista High,062334012807,Madera Unified,0623340,Madera,93638,Madera,93638,Yes under Community Eligibility Option (CEO),164,115,160,10th Grade,12th Grade
CO,Mountain Vista High School,080345001748,Douglas County School District No. Re 1,0803450,HIGHLANDS RANCH,80126,HIGHLANDS RANCH,80126,Yes participating without using any Provision or the CEO,2217,,239,9th Grade,12th Grade
CA,Mountain Vista Middle,061932009382,Kelseyville Unified,0619320,Kelseyville,95451,Kelseyville,95451,Yes under Provision 2,384,197,274,6th Grade,8th Grade
AZ,Mountain Vista School,040564001416,Oracle Elementary District (4444),0405640,ORACLE,85623,Oracle,85623,Yes participating without using any Provision or the CEO,403,207,,Prekindergarten,8th Grade
AR,MOUNTAINBURG ELEMENTARY SCHOOL,051026000750,MOUNTAINBURG SCHOOL DISTRICT,0510260,MOUNTAINBURG,72946,MOUNTAINBURG,72946,Yes under Community Eligibility Option (CEO),265,41,305,Kindergarten,5th Grade
AR,MOUNTAINBURG HIGH SCHOOL,051026000751,MOUNTAINBURG SCHOOL DISTRICT,0510260,MOUNTAINBURG,72946,MOUNTAINBURG,72946,Yes under Community Eligibility Option (CEO),185,22,185,9th Grade,12th Grade
AR,MOUNTAINBURG MIDDLE SCHOOL BRAIN ACADEMY,051026001698,MOUNTAINBURG SCHOOL DISTRICT,0510260,MOUNTAINBURG,72946,MOUNTAINBURG,72946,Yes under Community Eligibility Option (CEO),142,20,142,6th Grade,8th Grade
CO,Mountainside Elementary School,080408000856,Fountain School District No. 8 in the county of El Paso an,0804080,FORT CARSON,80902,FORT CARSON,80902,Yes participating without using any Provision or the CEO,354,,198,Kindergarten,5th Grade
AZ,Mountainside High School,040546003690,Nadaburg Unified School District (4252),0405460,WITTMANN,85361,WITTMANN,85361,Yes participating without using any Provision or the CEO,304,122,,9th Grade,12th Grade
AZ,Mountainside Middle School,040757001562,Scottsdale Unified District (4240),0407570,SCOTTSDALE,85259,SCOTTSDALE,85259,Yes participating without using any Provision or the CEO,545,52,,6th Grade,8th Grade
ID,MOUNTAINVIEW ALTERNATIVE HIGH SCHOOL,160180000437,LAKELAND DISTRICT,1601800,RATHDRUM,83858,RATHDRUM,83858,Yes participating without using any Provision or the CEO,174,3,60,6th Grade,12th Grade
CA,Mountainview Elementary,063597003259,Saugus Union,0635970,Saugus,91390,Saugus,91390,Yes participating without using any Provision or the CEO,914,89,200,Kindergarten,6th Grade
MA,Mountview Middle,251188000888,Wachusett,2511880,Holden,1520,Holden,1520,Yes participating without using any Provision or the CEO,751,106,,6th Grade,8th Grade
CO,Mountview Youth Service Center,080480006347,Jefferson County School District No. R-1,0804800,DENVER,80235,DENVER,80235,No,16,,,5th Grade,12th Grade
IA,Moville Elementary School,193195001863,Woodbury Central Comm School District,1931950,Moville,51039,Moville,51039,Yes participating without using any Provision or the CEO,280,,105,Prekindergarten,5th Grade
IL,Moving Everest Charter School,170993006380,Chicago Public Schools Dist 299,1709930,Chicago,60644,Chicago,60644,Yes under Community Eligibility Option (CEO),768,,708,Kindergarten,8th Grade
MN,MOVING FORWARD,270741004425,CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST,2707410,CAMBRIDGE,55040,CAMBRIDGE,55040,Yes under Community Eligibility Option (CEO),24,11,15,12th Grade,12th Grade
FL,MOWAT MIDDLE SCHOOL,120009000063,BAY,1200090,LYNN HAVEN,32444,LYNN HAVEN,32444,Yes under Community Eligibility Option (CEO),818,393,419,6th Grade,8th Grade
AZ,Moya Elementary,040396002282,Isaac Elementary District (4259),0403960,PHOENIX,85009,PHOENIX,85009,Yes under Community Eligibility Option (CEO),393,248,,Kindergarten,5th Grade
KY,Moyer Elementary School,210204000430,Fort Thomas Independent,2102040,Fort Thomas,41075,Fort Thomas,41075,No,542,,,Prekindergarten,5th Grade
IL,Mozart Elem School,170993000979,Chicago Public Schools Dist 299,1709930,Chicago,60647,Chicago,60647,Yes under Community Eligibility Option (CEO),482,,400,Prekindergarten,8th Grade
MA,Mozart Elementary School,250279000294,Boston,2502790,Roslindale,2131,Roslindale,2131,Yes under Community Eligibility Option (CEO),178,66,,Prekindergarten,6th Grade
MN,MPLS H.S. Alternative Program,272124001924,Minneapolis Public School District,2721240,MINNEAPOLIS,55411,MINNEAPOLIS,55411,No,0,,,11th Grade,12th Grade
MN,MPS METRO C,272124001948,Minneapolis Public School District,2721240,MINNEAPOLIS,55410,MINNEAPOLIS,55411,No,0,,,Kindergarten,12th Grade
MN,MPS Metro DT,272124001936,Minneapolis Public School District,2721240,MINNEAPOLIS,55407,MINNEAPOLIS,55411,Yes under Community Eligibility Option (CEO),31,17,19,Kindergarten,12th Grade
MN,MPS METRO HA,272124001935,Minneapolis Public School District,2721240,MINNEAPOLIS,55413,MINNEAPOLIS,55411,No,30,5,5,Kindergarten,12th Grade
MN,MPS Online 6-12,272124004188,Minneapolis Public School District,2721240,MINNEAPOLIS,55411,MINNEAPOLIS,55411,No,318,219,243,6th Grade,12th Grade
MN,MPS Online K-5,272124005520,Minneapolis Public School District,2721240,MINNEAPOLIS,55411,MINNEAPOLIS,55411,No,59,42,45,Kindergarten,5th Grade
CO,Mrachek Middle School,080234000073,Aurora Joint District No. 28 of the counties of Adams and A,0802340,AURORA,80013,AURORA,80013,Yes under Community Eligibility Option (CEO),867,,724,6th Grade,8th Grade
MS,MS SCHOOL FOR MATH AND SCIENCE,280119401201,MS SCHOOL FOR MATH AND SCIENCE,2801194,COLUMBUS,39701,COLUMBUS,39701,Yes participating without using any Provision or the CEO,241,11,11,11th Grade,12th Grade
MS,MS SCHOOL FOR THE ARTS,280003101574,MS SCHOOL FOR THE ARTS,2800031,Brookhaven,39601,Brookhaven,39602,Yes participating without using any Provision or the CEO,84,9,37,11th Grade,12th Grade
MS,MS SCHOOL FOR THE BLIND,280118901194,MS SCHLS FOR THE DEAF AND THE BLIND,2801189,JACKSON,39211,JACKSON,39211,Yes participating without using any Provision or the CEO,42,15,39,Prekindergarten,12th Grade
